,Car Name,Car Model,Model Year,Price,Registration Year,Fuel Type,Kms Driven(kms),Engine Displacement(cc),Transmission,Year of Manufacture,Mileage(kmpl),Steering Type,Top Speed(kmph)
6829,Ford,Ford Ecosport,2014.0,450000.0,2014.0,Diesel,150000.0,1498.0,Manual,2014.0,22.7,Power,182.0
6830,Chevrolet,Chevrolet Cruze,2013.0,380000.0,2013.0,Diesel,70000.0,1998.0,Manual,2013.0,17.3,Power,220.0
6831,Honda,Honda City,2015.0,450000.0,2015.0,Diesel,80000.0,1498.0,Manual,2015.0,26.0,Power,190.0
6832,Renault,Renault KWID,2017.0,300000.0,2017.0,Petrol,60000.0,799.0,Manual,2017.0,25.17,Power,135.0
6833,Tata,Tata Indica,2011.0,225000.0,2011.0,Diesel,120000.0,1248.0,Manual,2011.0,18.0,Power,136.0
6834,Maruti,Maruti Alto,2009.0,150000.0,2009.0,Petrol,70000.0,796.0,Manual,2009.0,19.7,Power,137.0
6835,Hyundai,Hyundai i10,2012.0,200000.0,2012.0,Petrol,90000.0,1197.0,Manual,2012.0,20.36,Power,165.0
6837,Maruti,Maruti Wagon R,2017.0,400000.0,2017.0,Petrol,40000.0,998.0,Manual,2017.0,20.51,Power,152.0
6838,Maruti,Maruti Wagon R,2015.0,350000.0,2015.0,Petrol,70000.0,998.0,Automatic,2015.0,20.51,Power,152.0
6839,Hyundai,Hyundai EON,2015.0,250000.0,2015.0,Petrol,60000.0,814.0,Manual,2015.0,21.1,Power,135.0
6840,Toyota,Toyota Etios,2011.0,350000.0,2011.0,Petrol,80000.0,1496.0,Manual,2011.0,17.6,Power,180.0
6841,Maruti,Maruti Wagon R,2012.0,300000.0,2012.0,Petrol,50000.0,998.0,Manual,2012.0,18.9,Power,152.0
6842,Ford,Ford Figo,2011.0,200000.0,2011.0,Diesel,120000.0,1399.0,Manual,2011.0,20.0,Power,148.0
6843,Maruti,Maruti Ritz,2009.0,300000.0,2009.0,Diesel,150000.0,1248.0,Manual,2009.0,21.1,Power,156.0
6844,Maruti,Maruti Ritz,2013.0,300000.0,2013.0,Diesel,120000.0,1248.0,Manual,2013.0,23.2,Power,163.0
6845,Maruti,Maruti Alto 800,2015.0,250000.0,2015.0,Petrol,40000.0,796.0,Manual,2015.0,22.74,Power,140.0
6846,Datsun,Datsun RediGO,2020.0,300000.0,2020.0,Petrol,40000.0,799.0,Manual,2020.0,20.71,Power,145.0
6847,Hyundai,Hyundai Venue,2021.0,1000000.0,2021.0,Petrol,40000.0,998.0,Manual,2021.0,18.27,Power,165.0
6848,Nissan,Nissan Micra Active,2013.0,200000.0,2013.0,Petrol,70000.0,1198.0,Manual,2013.0,19.49,Power,160.0
6850,Maruti,Maruti Zen Estilo,2010.0,100000.0,2010.0,Petrol,150000.0,998.0,Manual,2010.0,19.0,Power,160.0
6851,Honda,Honda City,2015.0,500000.0,2015.0,Diesel,100000.0,1498.0,Manual,2015.0,26.0,Power,190.0
6852,Maruti,Maruti Swift Dzire,2017.0,700000.0,2017.0,Diesel,80000.0,1248.0,Automatic,2017.0,28.4,Power,169.0
6853,Honda,Honda Amaze,2021.0,800000.0,2021.0,Petrol,40000.0,1199.0,Automatic,2021.0,18.3,Electric,160.0
6854,Tata,Tata Tigor,2022.0,819999.9999999999,2022.0,CNG,30000.0,1199.0,Manual,2022.0,26.49,Electric,121.92
6855,Tata,Tata Altroz,2020.0,675000.0,2020.0,Petrol,90000.0,1199.0,Manual,2020.0,18.53,Electric,121.92
6856,Maruti,Maruti Ertiga,2019.0,1100000.0,2019.0,Diesel,100000.0,1248.0,Manual,2019.0,25.47,Power,160.0
6857,Mahindra,Mahindra Quanto,2014.0,350000.0,2014.0,Diesel,70000.0,1493.0,Manual,2014.0,17.21,Power,160.0
6858,Honda,Honda City,2015.0,500000.0,2015.0,Diesel,150000.0,1498.0,Manual,2015.0,26.0,Power,190.0
6859,Mahindra,Mahindra Bolero,2013.0,500000.0,2013.0,Diesel,30000.0,2523.0,Manual,2013.0,15.96,Power,117.0
6860,Maruti,Maruti Alto 800,2018.0,320000.0,2018.0,Petrol,40000.0,796.0,Manual,2018.0,24.7,Power,140.0
6861,Volkswagen,Volkswagen Vento,2013.0,420000.0,2013.0,Diesel,120000.0,1598.0,Manual,2013.0,20.54,Power,186.0
6862,Honda,Honda Amaze,2014.0,325000.0,2014.0,Diesel,150000.0,1498.0,Manual,2014.0,25.8,Power,170.0
6863,Maruti,Maruti Vitara Brezza,2020.0,950000.0,2020.0,Petrol,30000.0,1462.0,Manual,2020.0,17.03,Electronic,150.0
6864,Maruti,Maruti Vitara Brezza,2020.0,950000.0,2020.0,Petrol,30000.0,1462.0,Manual,2020.0,17.03,Electronic,150.0
6865,Datsun,Datsun RediGO,2017.0,300000.0,2017.0,Petrol,120000.0,799.0,Manual,2017.0,22.7,Power,145.0
6866,Hyundai,Hyundai Grand i10,2015.0,400000.0,2015.0,Diesel,90000.0,1120.0,Manual,2015.0,24.0,Power,157.0
6867,Hyundai,Hyundai i10,2014.0,350000.0,2014.0,Petrol,60000.0,1197.0,Manual,2014.0,20.36,Power,165.0
6868,Mahindra,Mahindra Bolero,2007.0,280000.0,2007.0,Diesel,150000.0,2523.0,Manual,2007.0,13.6,Manual,117.0
6869,Skoda,Skoda Superb,2012.0,500000.0,2012.0,Petrol,120000.0,1798.0,Automatic,2012.0,13.7,Power,205.0
6870,Skoda,Skoda Superb,2012.0,500000.0,2012.0,Petrol,120000.0,1798.0,Automatic,2012.0,13.7,Power,205.0
6871,Skoda,Skoda Superb,2012.0,500000.0,2012.0,Petrol,120000.0,1798.0,Automatic,2012.0,13.7,Power,205.0
6872,Maruti,Maruti SX4,2010.0,250000.0,2010.0,Petrol,70000.0,1586.0,Manual,2010.0,15.5,Power,177.0
6873,Mahindra,Mahindra Bolero,2007.0,300000.0,2007.0,Diesel,90000.0,2523.0,Manual,2007.0,13.6,Power,117.0
6874,Honda,Honda Amaze,2013.0,400000.0,2013.0,Diesel,90000.0,1498.0,Manual,2013.0,25.8,Power,170.0
6875,Honda,Honda Amaze,2016.0,420000.0,2016.0,Diesel,90000.0,1498.0,Manual,2016.0,25.8,Power,140.0
6876,Nissan,Nissan Terrano,2014.0,400000.0,2014.0,Diesel,150000.0,1461.0,Manual,2014.0,20.45,Power,156.0
6877,Maruti,Maruti Baleno,2021.0,800000.0,2021.0,Petrol,30000.0,1197.0,Manual,2021.0,21.01,Electric,180.0
6878,Maruti,Maruti Wagon R,2019.0,500000.0,2019.0,Petrol,40000.0,998.0,Manual,2019.0,21.79,Power,152.0
6879,Maruti,Maruti Swift,2022.0,725000.0,2022.0,Petrol,20000.0,1197.0,Manual,2022.0,22.38,Electric,160.0
6880,Hyundai,Hyundai Verna,2011.0,300000.0,2011.0,Diesel,120000.0,1582.0,Manual,2011.0,22.32,Power,190.0
6881,Maruti,Maruti Swift Dzire,2014.0,400000.0,2014.0,Diesel,120000.0,1248.0,Manual,2014.0,23.4,Power,169.0
6882,Maruti,Maruti Baleno,2021.0,800000.0,2021.0,Petrol,30000.0,1197.0,Manual,2021.0,21.01,Electric,180.0
6883,Maruti,Maruti Swift,2014.0,450000.0,2014.0,Diesel,120000.0,1248.0,Manual,2014.0,22.9,Power,155.0
6884,Hyundai,Hyundai Elantra,2013.0,450000.0,2013.0,Diesel,121000.0,1582.0,Manual,2013.0,22.7,Power,191.0
6885,Maruti,Maruti Swift Dzire,2013.0,500000.0,2013.0,Diesel,120000.0,1248.0,Manual,2013.0,23.4,Power,169.0
6886,Mitsubishi,Mitsubishi Pajero,2013.0,900000.0,2013.0,Diesel,120000.0,2477.0,Manual,2013.0,13.5,Power,190.0
6887,Maruti,Maruti Ritz,2011.0,165000.0,2011.0,Petrol,150000.0,1197.0,Manual,2011.0,18.5,Power,156.0
6888,Maruti,Maruti Ciaz,2018.0,700000.0,2018.0,Diesel,60000.0,1248.0,Manual,2018.0,28.09,Power,190.0
6890,Renault,Renault KWID,2022.0,550000.0,2022.0,Petrol,20000.0,999.0,Manual,2022.0,21.46,Electric,155.8
6891,Honda,Honda City,2021.0,1525000.0,2021.0,Petrol,30000.0,1498.0,Automatic,2021.0,18.3,Electric,178.55
6892,Honda,Honda City,2014.0,400000.0,2014.0,Diesel,150000.0,1498.0,Manual,2014.0,26.0,Power,190.0
6893,Maruti,Maruti Zen Estilo,2007.0,100000.0,2007.0,Petrol,150000.0,998.0,Manual,2007.0,18.2,Power,130.0
6894,Maruti,Maruti Alto 800,2015.0,220000.00000000003,2015.0,Petrol,120000.0,796.0,Manual,2015.0,22.74,Power,140.0
6895,Maruti,Maruti Swift Dzire,2018.0,630000.0,2018.0,Diesel,120000.0,1248.0,Manual,2018.0,28.4,Power,169.0
6896,Hyundai,Hyundai i10,2013.0,350000.0,2013.0,Petrol,90000.0,1197.0,Manual,2013.0,20.36,Power,165.0
6897,Maruti,Maruti Swift,2012.0,350000.0,2012.0,Diesel,150000.0,1248.0,Manual,2012.0,22.9,Power,155.0
6898,Maruti,Maruti Swift Dzire,2014.0,450000.0,2014.0,Diesel,90000.0,1248.0,Manual,2014.0,23.4,Power,162.0
6899,Maruti,Maruti Swift Dzire,2014.0,450000.0,2014.0,Diesel,90000.0,1248.0,Manual,2014.0,23.4,Power,162.0
6900,Hyundai,Hyundai i10,2011.0,200000.0,2011.0,Petrol,150000.0,1197.0,Manual,2011.0,20.36,Power,165.0
6901,Maruti,Maruti Alto 800,2015.0,225000.0,2015.0,Petrol,120000.0,796.0,Manual,2015.0,22.74,Power,140.0
6902,Maruti,Maruti Swift Dzire,2013.0,370000.0,2013.0,Diesel,100000.0,1248.0,Manual,2013.0,23.4,Power,169.0
6903,Citroen,Citroen C3,2023.0,730000.0,2023.0,Petrol,90000.0,1199.0,Manual,2023.0,19.3,Electric,165.0
6904,Maruti,Maruti Ciaz,2017.0,610000.0,2017.0,Petrol,60000.0,1373.0,Manual,2017.0,20.73,Power,190.0
6905,Maruti,Maruti Swift Dzire,2018.0,670000.0,2018.0,Diesel,90000.0,1248.0,Manual,2018.0,28.4,Power,169.0
6906,Volvo,Volvo XC60,2019.0,4000000.0,2019.0,Diesel,150000.0,1969.0,Automatic,2019.0,11.2,Power,220.0
6907,Maruti,Maruti SX4 S Cross,2019.0,800000.0,2019.0,Diesel,150000.0,1248.0,Manual,2019.0,25.1,Power,164.5
6908,Mahindra,Mahindra Bolero Power Plus,2017.0,700000.0,2017.0,Diesel,80000.0,2523.0,Manual,2017.0,15.96,Manual,117.0
6909,Renault,Renault Duster,2013.0,400000.0,2013.0,Diesel,120000.0,1461.0,Manual,2013.0,19.64,Power,168.0
6910,Maruti,Maruti Alto,2009.0,150000.0,2009.0,Petrol,120000.0,796.0,Manual,2009.0,19.7,Power,137.0
6911,Hyundai,Hyundai i10,2016.0,300000.0,2016.0,Petrol,120000.0,1086.0,Manual,2016.0,19.81,Power,165.0
6912,Maruti,Maruti Swift Dzire,2020.0,700000.0,2020.0,Petrol,70000.0,1197.0,Manual,2020.0,22.41,Electric,158.0
6913,Hyundai,Hyundai Aura,2020.0,650000.0,2020.0,Petrol,30000.0,1197.0,Manual,2020.0,20.5,Electric,191.0
6914,Mahindra,Mahindra Marazzo,2019.0,800000.0,2019.0,Diesel,150000.0,1497.0,Manual,2019.0,17.3,Power,145.0
6915,Mahindra,Mahindra Bolero,2017.0,800000.0,2017.0,Diesel,80000.0,2523.0,Manual,2017.0,15.96,Power,117.0
6916,Maruti,Maruti Wagon R,2012.0,200000.0,2012.0,Petrol,100000.0,998.0,Manual,2012.0,18.9,Power,152.0
6917,Tata,Tata Altroz,2020.0,700000.0,2020.0,Petrol,40000.0,1199.0,Manual,2020.0,19.33,Electric,121.92
6918,Hyundai,Hyundai Grand i10,2016.0,340000.0,2016.0,Petrol,100000.0,1197.0,Manual,2016.0,18.9,Power,165.0
6919,Maruti,Maruti Swift Dzire Tour,2018.0,420000.0,2018.0,Diesel,120000.0,1248.0,Manual,2018.0,19.95,Power,165.0
6920,Toyota,Toyota Innova,2012.0,500000.0,2012.0,Diesel,150000.0,2494.0,Manual,2012.0,11.4,Power,148.5
6921,Hyundai,Hyundai i20,2020.0,750000.0,2020.0,Petrol,40000.0,1197.0,Manual,2020.0,21.0,Electric,165.0
6922,Maruti,Maruti Vitara Brezza,2018.0,900000.0,2018.0,Diesel,150000.0,1248.0,Manual,2018.0,24.3,Power,172.0
6923,Maruti,Maruti Ciaz,2019.0,730000.0,2019.0,Petrol,150000.0,1462.0,Automatic,2019.0,20.28,Power,165.0
6924,Maruti,Maruti Ciaz,2019.0,730000.0,2019.0,Petrol,150000.0,1462.0,Automatic,2019.0,20.28,Power,165.0
6925,Maruti,Maruti Swift,2022.0,810000.0,2022.0,Petrol,20000.0,1197.0,Manual,2022.0,22.38,Electric,160.0
6926,Maruti,Maruti Swift Dzire,2016.0,500000.0,2016.0,Petrol,150000.0,1197.0,Manual,2016.0,20.85,Power,158.0
6927,Hyundai,Hyundai Grand i10,2016.0,500000.0,2016.0,Diesel,60000.0,1120.0,Manual,2016.0,24.0,Power,157.0
6928,Jaguar,Jaguar XE,2019.0,3200000.0,2019.0,Diesel,60000.0,1999.0,Automatic,2019.0,13.5,Power,228.0
6929,Maruti,Maruti 800,2011.0,150000.0,2011.0,Petrol,150000.0,796.0,Manual,2011.0,16.1,Manual,144.0
6930,Maruti,Maruti Alto K10,2014.0,250000.0,2014.0,Petrol,90000.0,998.0,Manual,2014.0,20.92,Power,145.0
6931,Renault,Renault Pulse,2012.0,200000.0,2012.0,Diesel,120000.0,1461.0,Manual,2012.0,23.08,Power,165.0
6932,Maruti,Maruti S-Presso,2021.0,600000.0,2021.0,CNG,60000.0,998.0,Manual,2021.0,21.4,Power,190.0
6933,Tata,Tata Zest,2014.0,400000.0,2014.0,Petrol,120000.0,1193.0,Manual,2014.0,17.57,Power,154.0
6934,Maruti,Maruti Alto,2011.0,200000.0,2011.0,Petrol,90000.0,796.0,Manual,2011.0,19.7,Power,137.0
6935,Hyundai,Hyundai Elantra,2021.0,2000000.0,2021.0,Diesel,30000.0,1493.0,Automatic,2021.0,14.62,Power,191.0
6936,Fiat,Fiat Avventura,2015.0,350000.0,2015.0,Diesel,120000.0,1248.0,Manual,2015.0,20.5,Power,165.0
6937,Mahindra,Mahindra XUV500,2013.0,700000.0,2013.0,Diesel,120000.0,2179.0,Manual,2013.0,15.1,Power,175.0
6938,Honda,Honda City,2015.0,450000.0,2015.0,Diesel,120000.0,1498.0,Manual,2015.0,26.0,Power,190.0
6939,Honda,Honda City,2015.0,600000.0,2015.0,Diesel,120000.0,1498.0,Manual,2015.0,25.1,Power,190.0
6940,Hyundai,Hyundai Xcent,2014.0,400000.0,2014.0,Petrol,60000.0,1197.0,Manual,2014.0,19.1,Power,172.0
6941,Maruti,Maruti Alto K10,2016.0,302000.0,2016.0,Petrol,60000.0,998.0,Manual,2016.0,23.95,Power,145.0
6942,Hyundai,Hyundai Aura,2022.0,830000.0000000001,2022.0,Petrol,20000.0,1197.0,Manual,2022.0,20.5,Electric,191.0
6943,Maruti,Maruti Swift Dzire,2014.0,500000.0,2014.0,Diesel,150000.0,1248.0,Manual,2014.0,23.4,Power,169.0
6944,Maruti,Maruti Ritz,2010.0,180000.0,2010.0,Diesel,120000.0,1248.0,Manual,2010.0,21.1,Power,156.0
6945,Ford,Ford Figo,2011.0,250000.0,2011.0,Diesel,120000.0,1399.0,Manual,2011.0,20.0,Power,148.0
6946,Hyundai,Hyundai Accent,2011.0,300000.0,2011.0,Petrol,70000.0,1495.0,Manual,2011.0,16.36,Power,170.0
6947,Maruti,Maruti Alto K10,2016.0,320000.0,2016.0,Petrol,50000.0,998.0,Manual,2016.0,23.95,Power,145.0
6948,Hyundai,Hyundai Verna,2013.0,450000.0,2013.0,Diesel,120000.0,1582.0,Manual,2013.0,22.32,Power,190.0
6949,Hyundai,Hyundai i20,2010.0,225000.0,2010.0,Diesel,150000.0,1396.0,Manual,2010.0,23.0,Power,180.0
6950,Hyundai,Hyundai i20,2010.0,225000.0,2010.0,Diesel,150000.0,1396.0,Manual,2010.0,23.0,Power,180.0
6951,Maruti,Maruti Alto K10,2020.0,450000.0,2020.0,Petrol,70000.0,998.0,Manual,2020.0,23.95,Power,145.0
6952,Maruti,Maruti Alto K10,2016.0,320000.0,2016.0,Petrol,60000.0,998.0,Manual,2016.0,23.95,Power,145.0
6953,Hyundai,Hyundai i20,2011.0,300000.0,2011.0,Petrol,50000.0,1197.0,Manual,2011.0,17.0,Power,170.0
6954,Ford,Ford Figo,2011.0,200000.0,2011.0,Petrol,120000.0,1196.0,Manual,2011.0,15.6,Power,148.0
6955,Volkswagen,Volkswagen Passat,2013.0,680000.0,2013.0,Diesel,150000.0,1968.0,Manual,2013.0,18.33,Power,185.0
6956,Toyota,Toyota Corolla Altis,2008.0,350000.0,2008.0,Petrol,120000.0,1798.0,Manual,2008.0,14.53,Power,205.0
6957,Volkswagen,Volkswagen CrossPolo,2014.0,350000.0,2014.0,Diesel,150000.0,1199.0,Manual,2014.0,22.07,Power,165.0
6958,Maruti,Maruti Swift,2011.0,350000.0,2011.0,Diesel,150000.0,1248.0,Manual,2011.0,22.9,Power,158.0
6959,Maruti,Maruti Alto,2008.0,200000.0,2008.0,Petrol,150000.0,796.0,Manual,2008.0,19.7,Manual,137.0
6960,Honda,Honda City,2011.0,450000.0,2011.0,Petrol,80000.0,1497.0,Manual,2011.0,17.0,Power,173.0
6961,Maruti,Maruti Swift,2014.0,350000.0,2014.0,Petrol,100000.0,1197.0,Manual,2014.0,22.0,Power,160.0
6962,Maruti,Maruti Swift,2013.0,525000.0,2013.0,Diesel,120000.0,1248.0,Manual,2013.0,22.9,Power,158.0
6963,Hyundai,Hyundai i20,2011.0,520000.0,2011.0,Petrol,60000.0,1197.0,Manual,2011.0,18.5,Power,170.0
6964,Maruti,Maruti Swift,2013.0,450000.0,2013.0,Diesel,120000.0,1248.0,Manual,2013.0,22.9,Power,158.0
6965,Fiat,Fiat Avventura,2015.0,600000.0,2015.0,Diesel,80000.0,1248.0,Manual,2015.0,20.5,Power,165.0
6966,Hyundai,Hyundai i10,2010.0,,2010.0,Petrol,50000.0,1197.0,Manual,2010.0,20.36,Power,165.0
6967,Maruti,Maruti Swift Dzire,2023.0,500000.0,2023.0,Petrol,10000.0,1197.0,Manual,2023.0,22.41,Electric,158.0
6968,Maruti,Maruti Jimny,2023.0,800000.0,2023.0,Petrol,50000.0,1462.0,Automatic,2023.0,16.39,Electric,165.0
6969,Maruti,Maruti Swift,2012.0,160000.0,2012.0,Petrol,80000.0,1197.0,Manual,2012.0,18.6,Power,160.0
6970,Renault,Renault KWID,2016.0,220000.00000000003,2016.0,Petrol,90000.0,999.0,Automatic,2016.0,23.01,Power,155.8
6971,Tata,Tata Punch,2022.0,700000.0,2022.0,Petrol,30000.0,1199.0,Manual,2022.0,20.09,Electric,165.0
6972,Maruti,Maruti Alto K10,2014.0,200000.0,2014.0,Petrol,70000.0,998.0,Manual,2014.0,23.95,Power,145.0
6973,Maruti,Maruti Alto K10,2014.0,200000.0,2014.0,Petrol,70000.0,998.0,Manual,2014.0,23.95,Power,145.0
6974,Maruti,Maruti Swift Dzire,2010.0,150000.0,2010.0,Petrol,100000.0,1298.0,Manual,2010.0,17.5,Power,156.0
6975,Renault,Renault Triber,2020.0,600000.0,2020.0,Petrol,70000.0,999.0,Manual,2020.0,20.0,Electric,135.0
6976,Maruti,Maruti Alto,2012.0,130000.0,2012.0,Petrol,70000.0,796.0,Manual,2012.0,19.7,Manual,137.0
6977,Maruti,Maruti Alto,2012.0,150000.0,2012.0,Petrol,60000.0,796.0,Manual,2012.0,19.7,Power,137.0
6978,Maruti,Maruti Wagon R,2008.0,,2008.0,Petrol,150000.0,998.0,Manual,2008.0,18.9,Power,152.0
6979,Hyundai,Hyundai EON,2014.0,160000.0,2014.0,Petrol,150000.0,814.0,Manual,2014.0,21.1,Power,135.0
6980,Volkswagen,Volkswagen Polo,2012.0,200000.0,2012.0,Diesel,120000.0,1199.0,Manual,2012.0,22.07,Power,164.1
6981,Maruti,Maruti Alto,2002.0,,2002.0,Petrol,150000.0,796.0,Manual,2002.0,19.7,Manual,137.0
6982,Ford,Ford Ecosport,2014.0,350000.0,2014.0,Diesel,100000.0,1498.0,Manual,2014.0,22.7,Power,182.0
6984,Maruti,Maruti Alto,2007.0,105000.0,2007.0,Petrol,70000.0,796.0,Manual,2007.0,19.7,Manual,137.0
6985,Renault,Renault Kiger,2022.0,850000.0,2022.0,Petrol,20000.0,999.0,Manual,2022.0,19.17,Electric,165.0
6986,Maruti,Maruti Alto,2009.0,100000.0,2009.0,Petrol,40000.0,796.0,Manual,2009.0,19.7,Manual,137.0
6987,Maruti,Maruti Baleno,2018.0,500000.0,2018.0,Petrol,80000.0,1197.0,Manual,2018.0,21.4,Power,180.0
6988,Toyota,Toyota Camry,2014.0,975000.0,2014.0,Petrol,70000.0,2494.0,Automatic,2014.0,19.16,Power,200.0
6989,Datsun,Datsun RediGO,2017.0,266000.0,2017.0,Petrol,23981.0,799.0,Manual,2017.0,22.7,Power,145.0
6990,Renault,Renault Kiger,2021.0,595000.0,2021.0,Petrol,7100.0,999.0,Automatic,2021.0,19.03,Electric,165.0
6991,Hyundai,Hyundai i20,2011.0,223000.0,2012.0,Petrol,71574.0,1197.0,Manual,2011.0,17.0,Power,170.0
6992,Audi,Audi Q3,2014.0,1200000.0,2014.0,Diesel,50000.0,1968.0,Automatic,2014.0,15.73,Power,212.0
6993,Maruti,Maruti Wagon R,2018.0,425000.0,2018.0,Petrol,35629.0,1197.0,Automatic,2018.0,20.52,Power,152.0
6994,Hyundai,Hyundai Santro,2020.0,596000.0,2020.0,Petrol,11476.0,1086.0,Automatic,2020.0,20.3,Electric,165.0
6995,Renault,Renault KWID,2018.0,250000.0,2018.0,Petrol,31000.0,799.0,Manual,2018.0,25.17,Power,135.0
6996,Maruti,Maruti Swift Dzire,2011.0,221000.0,2011.0,Petrol,41005.0,1298.0,Manual,2011.0,17.5,Power,156.0
6997,Maruti,Maruti Wagon R,2010.0,208000.0,2010.0,Petrol,60055.0,998.0,Manual,2010.0,18.9,Manual,152.0
6998,Maruti,Maruti Swift,2013.0,311000.0,2013.0,Petrol,65005.0,1197.0,Manual,2013.0,18.6,Power,160.0
6999,Renault,Renault KWID,2022.0,463999.99999999994,2022.0,Petrol,2657.0,799.0,Manual,2022.0,22.3,Electric,135.0
7000,Hyundai,Hyundai i10,2011.0,204999.99999999997,2011.0,Petrol,16000.0,1086.0,Manual,2011.0,19.81,Power,165.0
7001,Tata,Tata Harrier,2023.0,2175000.0,2023.0,Diesel,7426.0,1956.0,Automatic,2023.0,14.6,Power,121.92
7002,Maruti,Maruti Baleno,2018.0,643000.0,2018.0,Petrol,27046.0,1197.0,Automatic,2018.0,21.4,Power,180.0
7003,Toyota,Toyota Fortuner,2021.0,3750000.0,2021.0,Diesel,30100.0,2755.0,Automatic,2021.0,15.04,Power,157.3
7004,Maruti,Maruti Wagon R,2022.0,545000.0,2022.0,Petrol,9000.0,998.0,Manual,2022.0,24.35,Power,140.0
7005,Hyundai,Hyundai i20,2022.0,750000.0,2022.0,Petrol,17000.0,1197.0,Manual,2022.0,21.0,Electric,165.0
7006,Jeep,Jeep Compass,2021.0,1650000.0,2021.0,Diesel,49200.0,1956.0,Automatic,2021.0,17.1,power,160.21
7007,Hyundai,Hyundai i10,2009.0,225000.0,2009.0,Petrol,35000.0,1086.0,Manual,2009.0,19.81,Power,165.0
7008,Land Rover,Land Rover Range Rover Evoque,2020.0,5990000.0,2020.0,Diesel,30000.0,1999.0,Automatic,2020.0,12.65,Power,205.0
7009,Maruti,Maruti Alto K10,2017.0,315000.0,2017.0,Petrol,54044.0,998.0,Manual,2017.0,23.95,Power,145.0
7010,Tata,Tata Nexon,2021.0,799000.0,2021.0,Petrol,6500.0,1199.0,Manual,2021.0,17.33,Electric,121.92
7011,Maruti,Maruti Ciaz,2017.0,526000.0,2017.0,Petrol,29159.0,1373.0,Manual,2017.0,20.73,Power,190.0
7012,Land Rover,Land Rover Range Rover Evoque,2020.0,5990000.0,2020.0,Diesel,30000.0,1999.0,Automatic,2020.0,12.65,Power,205.0
7013,Honda,Honda City,2016.0,675000.0,2016.0,Petrol,31968.0,1497.0,Automatic,2016.0,18.0,Power,195.0
7014,Hyundai,Hyundai Grand i10 Nios,2019.0,612000.0,2019.0,Petrol,44150.0,1197.0,Manual,2019.0,20.7,Electric,165.0
7015,Hyundai,Hyundai i20,2010.0,189000.0,2010.0,Petrol,60000.0,1197.0,Manual,2010.0,17.0,Power,170.0
7016,Hyundai,Hyundai Creta,2018.0,990000.0,2018.0,Petrol,25009.0,1591.0,Automatic,2018.0,14.8,Power,165.0
7017,Maruti,Maruti Swift,2020.0,534000.0,2020.0,Petrol,46469.0,1197.0,Manual,2020.0,22.38,Electric,160.0
7018,Hyundai,Hyundai Creta,2018.0,800000.0,2018.0,Petrol,45000.0,1591.0,Manual,2018.0,13.0,Power,165.0
7019,Hyundai,Hyundai Verna,2020.0,983000.0,2020.0,Petrol,31577.0,1497.0,Manual,2020.0,17.7,Electric,191.0
7020,Maruti,Maruti Celerio,2014.0,281000.0,2014.0,Petrol,56005.0,998.0,Automatic,2014.0,23.1,Power,150.0
7021,Maruti,Maruti Wagon R,2021.0,535000.0,2021.0,Petrol,10005.0,998.0,Manual,2021.0,21.79,Power,152.0
7022,Hyundai,Hyundai Grand i10,2017.0,475000.0,2017.0,Petrol,41163.0,1197.0,Manual,2017.0,18.9,Power,165.0
7023,Mercedes-Benz,Mercedes-Benz E-Class,2020.0,5300000.0,2020.0,Diesel,17839.0,1950.0,Automatic,2020.0,16.1,Electric,240.0
7024,Toyota,Toyota Yaris,2019.0,695000.0,2019.0,Petrol,3800.0,1496.0,Manual,2019.0,17.1,Power,180.0
7025,Maruti,Maruti Wagon R,2018.0,395000.0,2018.0,Petrol,34124.0,998.0,Manual,2018.0,21.79,Power,152.0
7026,Hyundai,Hyundai i20,2012.0,200000.0,2012.0,Diesel,50000.0,1396.0,Manual,2012.0,21.9,Power,180.0
7027,Honda,Honda City,2018.0,750000.0,2018.0,Petrol,48168.0,1497.0,Manual,2018.0,17.4,Power,189.0
7028,Mahindra,Mahindra Marazzo,2019.0,975000.0,2019.0,Diesel,20000.0,1497.0,Manual,2019.0,17.3,Power,145.0
7029,Maruti,Maruti Swift Dzire,2018.0,480000.0,2018.0,Petrol,56357.0,1197.0,Manual,2018.0,19.0,Power,169.0
7030,Maruti,Maruti Swift Dzire,2010.0,245000.00000000003,2010.0,Petrol,60000.0,1298.0,Manual,2010.0,17.5,Power,156.0
7031,Maruti,Maruti Baleno,2022.0,719000.0,2022.0,Petrol,10585.0,1197.0,Manual,2022.0,21.01,Electric,180.0
7032,Honda,Honda Civic,2012.0,375000.0,2012.0,Petrol,50000.0,1799.0,Automatic,2012.0,13.1,Power,206.0
7033,Maruti,Maruti Swift Dzire,2010.0,245000.00000000003,2010.0,Petrol,60000.0,1298.0,Manual,2010.0,17.5,Power,156.0
7034,Hyundai,Hyundai Creta,2020.0,1214000.0,2020.0,Petrol,17642.0,1497.0,Manual,2020.0,18.9,Power,191.0
7035,Tata,Tata Tiago,2018.0,438999.99999999994,2018.0,Diesel,20000.0,1047.0,Manual,2018.0,27.28,Power,150.0
7036,Hyundai,Hyundai Grand i10 Nios,2021.0,753000.0,2021.0,Petrol,9157.0,1197.0,Manual,2021.0,20.7,Electric,165.0
7037,Honda,Honda Amaze,2016.0,362000.0,2016.0,Petrol,65979.0,1198.0,Manual,2016.0,18.0,Power,160.0
